"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT492371","hsa","hsa","hsa-miR-320b","SEMA7A","0","0","0","0","1","0","0","0","1","1"
"MIRT493536","hsa","hsa","hsa-miR-320b","IGF2","0","0","0","0","1","0","0","0","1","1"
"MIRT495057","hsa","hsa","hsa-miR-320b","CTRC","0","0","0","0","1","0","0","0","1","2"
"MIRT498077","hsa","hsa","hsa-miR-320b","SLC25A12","0","0","0","0","1","0","0","0","1","1"
"MIRT498295","hsa","hsa","hsa-miR-320b","TAL1","0","0","0","0","1","0","0","0","1","1"
"MIRT503923","hsa","hsa","hsa-miR-320b","FBXL13","0","0","0","0","1","0","0","0","1","2"
"MIRT505302","hsa","hsa","hsa-miR-320b","TPD52","0","0","0","0","1","0","0","0","1","1"
"MIRT505445","hsa","hsa","hsa-miR-320b","SYNCRIP","0","0","0","0","1","0","0","0","1","3"
"MIRT514080","hsa","hsa","hsa-miR-320b","MTRNR2L6","0","0","0","0","1","0","0","0","1","1"
"MIRT520644","hsa","hsa","hsa-miR-320b","NPM3","0","0","0","0","1","0","0","0","1","2"
"MIRT528418","hsa","hsa","hsa-miR-320b","SF3A3","0","0","0","0","1","0","0","0","1","1"
"MIRT530731","hsa","hsa","hsa-miR-320b","C20orf196","0","0","0","0","1","0","0","0","1","1"
"MIRT532891","hsa","hsa","hsa-miR-320b","ZNF451","0","0","0","0","1","0","0","0","1","1"
"MIRT532974","hsa","hsa","hsa-miR-320b","ZNF148","0","0","0","0","1","0","0","0","1","1"
"MIRT542612","hsa","hsa","hsa-miR-320b","YOD1","0","0","0","0","1","0","0","0","1","1"
"MIRT543888","hsa","hsa","hsa-miR-320b","AIMP1","0","0","0","0","1","0","0","0","1","1"
"MIRT549091","hsa","hsa","hsa-miR-320b","C5orf51","0","0","0","0","1","0","0","0","1","1"
"MIRT551629","hsa","hsa","hsa-miR-320b","ZNF267","0","0","0","0","1","0","0","0","1","1"
"MIRT553967","hsa","hsa","hsa-miR-320b","SRSF7","0","0","0","0","1","0","0","0","1","1"
"MIRT557457","hsa","hsa","hsa-miR-320b","GTPBP2","0","0","0","0","1","0","0","0","1","1"
"MIRT561044","hsa","hsa","hsa-miR-320b","ASB6","0","0","0","0","1","0","0","0","1","1"
