miRNA;Target
hsa-miR-30a-5p;NCOA3
hsa-miR-30a-5p;TSPYL1
hsa-miR-30a-5p;PGGT1B
hsa-miR-30a-5p;PPP2R1B
hsa-miR-30a-5p;ZDHHC20
hsa-miR-30a-5p;VASH1
hsa-miR-30a-5p;SOCS3
hsa-miR-30a-5p;SLC7A5
hsa-miR-30a-5p;PPP1R15B
hsa-miR-30a-5p;PIK3C2B
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;NACC2
hsa-miR-30a-5p;MARCKSL1
hsa-miR-30a-5p;MAPK8
hsa-miR-30a-5p;LMBR1L
hsa-miR-30a-5p;LARP1
hsa-miR-30a-5p;KREMEN1
hsa-miR-30a-5p;HHIPL1
hsa-miR-30a-5p;GOLGA8B
hsa-miR-30a-5p;AZIN1
hsa-miR-30a-5p;ARPP19
hsa-miR-30a-5p;ALG9
hsa-miR-30a-5p;AKIRIN1
hsa-miR-30a-5p;ADPRHL1
hsa-miR-30a-5p;SOCS1
hsa-miR-30a-5p;POLR3E
hsa-miR-30a-5p;IFNE
hsa-miR-30a-5p;MTRNR2L10
hsa-miR-30a-5p;CAND1
hsa-miR-30a-5p;GIGYF1
hsa-miR-30a-5p;PGPEP1
hsa-miR-30a-5p;CXCL11
hsa-miR-30a-5p;FAM81B
hsa-miR-30a-5p;SKIDA1
hsa-miR-30a-5p;HABP4
hsa-miR-30a-5p;DDAH1
hsa-miR-30a-5p;SIKE1
hsa-miR-30a-5p;GTF2E2
hsa-miR-30a-5p;PGM3
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;FOXA1
hsa-miR-30a-5p;VPS33A
hsa-miR-30a-5p;SRPR
hsa-miR-30a-5p;SIX4
hsa-miR-30a-5p;PPP3CB
hsa-miR-30a-5p;LIFR
hsa-miR-30a-5p;FYCO1
hsa-miR-30a-5p;FRS2
hsa-miR-30a-5p;DCUN1D1
hsa-miR-30a-5p;CELSR3
hsa-miR-30a-5p;NDUFA12
hsa-miR-30a-5p;QRFPR
hsa-miR-30a-5p;ST3GAL5
hsa-miR-30a-5p;UHRF1BP1
hsa-miR-30a-5p;SCML2
hsa-miR-30a-5p;MYLIP
hsa-miR-30a-5p;MSANTD4
hsa-miR-30a-5p;FANCF
hsa-miR-30a-5p;B4GALT5
hsa-miR-30a-5p;OPHN1
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;PLSCR1
hsa-miR-30a-5p;SERPINC1
hsa-miR-30a-5p;SEMA6A
hsa-miR-30a-5p;MED29
hsa-miR-30a-5p;BAHD1
hsa-miR-30a-5p;PRKAR1A
hsa-miR-30a-5p;CREM
hsa-miR-30a-5p;CCDC71L
hsa-miR-30a-5p;APLP2
hsa-miR-30a-5p;ADAM9
hsa-miR-30a-5p;MRO
hsa-miR-30a-5p;MOGAT1
hsa-miR-30a-5p;SLFN5
hsa-miR-30a-5p;SHROOM3
hsa-miR-30a-5p;ZSCAN29
hsa-miR-30a-5p;ZNF200
hsa-miR-30a-5p;ZMYND8
hsa-miR-30a-5p;ZFAND5
hsa-miR-30a-5p;ZCRB1
hsa-miR-30a-5p;VPS41
hsa-miR-30a-5p;VAPA
hsa-miR-30a-5p;USP37
hsa-miR-30a-5p;UBXN4
hsa-miR-30a-5p;UBN1
hsa-miR-30a-5p;TXNDC5
hsa-miR-30a-5p;TRIM23
hsa-miR-30a-5p;TBC1D10B
hsa-miR-30a-5p;TAOK1
hsa-miR-30a-5p;TANK
hsa-miR-30a-5p;TAF4B
hsa-miR-30a-5p;STAU1
hsa-miR-30a-5p;SOX12
hsa-miR-30a-5p;SLC38A7
hsa-miR-30a-5p;SH3PXD2A
hsa-miR-30a-5p;SRSF7
hsa-miR-30a-5p;SETD3
hsa-miR-30a-5p;SBF1
hsa-miR-30a-5p;SACS
hsa-miR-30a-5p;RPA2
hsa-miR-30a-5p;RNF122
hsa-miR-30a-5p;REV3L
hsa-miR-30a-5p;PTAR1
hsa-miR-30a-5p;PREPL
hsa-miR-30a-5p;PPTC7
hsa-miR-30a-5p;PPP1R2
hsa-miR-30a-5p;PNMA1
hsa-miR-30a-5p;PER2
hsa-miR-30a-5p;PCDH10
hsa-miR-30a-5p;PAWR
hsa-miR-30a-5p;OTUD4
hsa-miR-30a-5p;MYBL2
hsa-miR-30a-5p;MLXIP
hsa-miR-30a-5p;MIB1
hsa-miR-30a-5p;MIA3
hsa-miR-30a-5p;MARCH6
hsa-miR-30a-5p;LPCAT1
hsa-miR-30a-5p;LIN7C
hsa-miR-30a-5p;LIN28B
hsa-miR-30a-5p;LHFPL2
hsa-miR-30a-5p;LCP1
hsa-miR-30a-5p;KLF10
hsa-miR-30a-5p;EPG5
hsa-miR-30a-5p;JOSD1
hsa-miR-30a-5p;KDM3A
hsa-miR-30a-5p;JAK1
hsa-miR-30a-5p;IQCB1
hsa-miR-30a-5p;IP6K3
hsa-miR-30a-5p;IL1A
hsa-miR-30a-5p;IKZF2
hsa-miR-30a-5p;GOLGA1
hsa-miR-30a-5p;GXYLT1
hsa-miR-30a-5p;GCLC
hsa-miR-30a-5p;GCSAM
hsa-miR-30a-5p;FUCA1
hsa-miR-30a-5p;FANCL
hsa-miR-30a-5p;FAM104A
hsa-miR-30a-5p;EPB41
hsa-miR-30a-5p;ENTPD1
hsa-miR-30a-5p;EED
hsa-miR-30a-5p;EDC3
hsa-miR-30a-5p;DYNLT3
hsa-miR-30a-5p;DCTN4
hsa-miR-30a-5p;CREG1
hsa-miR-30a-5p;CPEB4
hsa-miR-30a-5p;CLCC1
hsa-miR-30a-5p;CDC37L1
hsa-miR-30a-5p;CASP3
hsa-miR-30a-5p;C8orf76
hsa-miR-30a-5p;C7orf60
hsa-miR-30a-5p;C7orf43
hsa-miR-30a-5p;KIAA0226L
hsa-miR-30a-5p;BTBD7
hsa-miR-30a-5p;BTBD1
hsa-miR-30a-5p;CFDP1
hsa-miR-30a-5p;B4GALT1
hsa-miR-30a-5p;AVL9
hsa-miR-30a-5p;ATM
hsa-miR-30a-5p;ANKRA2
hsa-miR-30a-5p;AFF4
hsa-miR-30a-5p;LOX
hsa-miR-30a-5p;Hspa5
hsa-miR-30a-5p;MBNL3
hsa-miR-30a-5p;NCAM1
hsa-miR-30a-5p;DNMT1
hsa-miR-30a-5p;ITGB3
hsa-miR-30a-5p;ATF1
hsa-miR-30a-5p;SHROOM3
hsa-miR-30a-5p;SLFN5
hsa-miR-30a-5p;MOGAT1
hsa-miR-30a-5p;MRO
hsa-miR-30a-5p;NAP1L1
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;MTRNR2L10
hsa-miR-30a-5p;ADAM9
hsa-miR-30a-5p;APLP2
hsa-miR-30a-5p;ATP2A2
hsa-miR-30a-5p;CCDC71L
hsa-miR-30a-5p;PHTF2
hsa-miR-30a-5p;TMED2
hsa-miR-30a-5p;UHRF1BP1
hsa-miR-30a-5p;CREM
hsa-miR-30a-5p;PRKAR1A
hsa-miR-30a-5p;STX16
hsa-miR-30a-5p;PLSCR1
hsa-miR-30a-5p;MTRNR2L10
hsa-miR-30a-5p;PGPEP1
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;BAHD1
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;PLSCR1
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;SERPINC1
hsa-miR-30a-5p;B4GALT5
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;MED29
hsa-miR-30a-5p;SEMA6A
hsa-miR-30a-5p;SERPINC1
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;GIGYF1
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;IL21R
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;PLSCR1
hsa-miR-30a-5p;MARCH4
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;B4GALT5
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;STRN
hsa-miR-30a-5p;DDAH1
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;LARP1
hsa-miR-30a-5p;OPHN1
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;PSMD7
hsa-miR-30a-5p;SP4
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;ZNF460
hsa-miR-30a-5p;MTF2
hsa-miR-30a-5p;ADO
hsa-miR-30a-5p;ARPP19
hsa-miR-30a-5p;B4GALT5
hsa-miR-30a-5p;CBX2
hsa-miR-30a-5p;DDAH1
hsa-miR-30a-5p;FANCF
hsa-miR-30a-5p;FOXG1
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;LARP1
hsa-miR-30a-5p;LCLAT1
hsa-miR-30a-5p;MIER3
hsa-miR-30a-5p;MSANTD4
hsa-miR-30a-5p;MYLIP
hsa-miR-30a-5p;PEG10
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;SCML2
hsa-miR-30a-5p;SP4
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;UHRF1BP1
hsa-miR-30a-5p;ZNF507
hsa-miR-30a-5p;KIF11
hsa-miR-30a-5p;ZNF543
hsa-miR-30a-5p;ZNF460
hsa-miR-30a-5p;ST3GAL5
hsa-miR-30a-5p;QRFPR
hsa-miR-30a-5p;NDUFA12
hsa-miR-30a-5p;CELSR3
hsa-miR-30a-5p;DDAH1
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;LCLAT1
hsa-miR-30a-5p;PEG10
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;PSMD7
hsa-miR-30a-5p;SOX4
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;ZNF507
hsa-miR-30a-5p;ZNF460
hsa-miR-30a-5p;AKIRIN1
hsa-miR-30a-5p;AZIN1
hsa-miR-30a-5p;CD2AP
hsa-miR-30a-5p;DCUN1D1
hsa-miR-30a-5p;EML4
hsa-miR-30a-5p;ENPP4
hsa-miR-30a-5p;FOXA1
hsa-miR-30a-5p;FOXG1
hsa-miR-30a-5p;FOXN2
hsa-miR-30a-5p;FRS2
hsa-miR-30a-5p;FYCO1
hsa-miR-30a-5p;GTF2E2
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;KIF11
hsa-miR-30a-5p;KIF5B
hsa-miR-30a-5p;LCOR
hsa-miR-30a-5p;LIFR
hsa-miR-30a-5p;LRRC8B
hsa-miR-30a-5p;MAPK8
hsa-miR-30a-5p;NAPG
hsa-miR-30a-5p;PDCD10
hsa-miR-30a-5p;PGM3
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;PICALM
hsa-miR-30a-5p;PPP3CB
hsa-miR-30a-5p;PSMD7
hsa-miR-30a-5p;RAB10
hsa-miR-30a-5p;RAP1B
hsa-miR-30a-5p;RNF138
hsa-miR-30a-5p;SAE1
hsa-miR-30a-5p;SIX4
hsa-miR-30a-5p;SOBP
hsa-miR-30a-5p;SP4
hsa-miR-30a-5p;SRPR
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;VPS33A
hsa-miR-30a-5p;ZNF460
hsa-miR-30a-5p;FAM8A1
hsa-miR-30a-5p;ZNF543
hsa-miR-30a-5p;HABP4
hsa-miR-30a-5p;MFAP3
hsa-miR-30a-5p;SLC35G2
hsa-miR-30a-5p;CD2AP
hsa-miR-30a-5p;CSNK1G1
hsa-miR-30a-5p;ELOVL5
hsa-miR-30a-5p;FOXA1
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KBTBD6
hsa-miR-30a-5p;PBRM1
hsa-miR-30a-5p;PGM3
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;PSMD7
hsa-miR-30a-5p;PTP4A1
hsa-miR-30a-5p;RAP1B
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;XPO1
hsa-miR-30a-5p;ZNF543
hsa-miR-30a-5p;GTF2E2
hsa-miR-30a-5p;SIKE1
hsa-miR-30a-5p;MFAP3
hsa-miR-30a-5p;GIGYF1
hsa-miR-30a-5p;PTP4A1
hsa-miR-30a-5p;TBPL1
hsa-miR-30a-5p;DDAH1
hsa-miR-30a-5p;HABP4
hsa-miR-30a-5p;SERPINE1
hsa-miR-30a-5p;SKIDA1
hsa-miR-30a-5p;FAM81B
hsa-miR-30a-5p;CXCL11
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;NAP1L1
hsa-miR-30a-5p;TFDP1
hsa-miR-30a-5p;ZNF264
hsa-miR-30a-5p;PGPEP1
hsa-miR-30a-5p;GIGYF1
hsa-miR-30a-5p;HIC2
hsa-miR-30a-5p;KIF5B
hsa-miR-30a-5p;SP4
hsa-miR-30a-5p;TOMM5
hsa-miR-30a-5p;BAG4
hsa-miR-30a-5p;CAND1
hsa-miR-30a-5p;CSNK1G1
hsa-miR-30a-5p;KIF5B
hsa-miR-30a-5p;LARP1
hsa-miR-30a-5p;PSMD7
hsa-miR-30a-5p;TNRC6A
hsa-miR-30a-5p;MTRNR2L10
hsa-miR-30a-5p;MKRN3
hsa-miR-30a-5p;SETD5
hsa-miR-30a-5p;SOCS1
hsa-miR-30a-5p;IFNE
hsa-miR-30a-5p;ARID3A
hsa-miR-30a-5p;AZIN1
hsa-miR-30a-5p;POLR3E
hsa-miR-30a-5p;SOCS1
hsa-miR-30a-5p;ADPRHL1
hsa-miR-30a-5p;PTP4A1
hsa-miR-30a-5p;AKIRIN1
hsa-miR-30a-5p;ALG9
hsa-miR-30a-5p;ARPP19
hsa-miR-30a-5p;AZIN1
hsa-miR-30a-5p;CCNF
hsa-miR-30a-5p;EML4
hsa-miR-30a-5p;FYTTD1
hsa-miR-30a-5p;GOLGA8B
hsa-miR-30a-5p;H6PD
hsa-miR-30a-5p;HHIPL1
hsa-miR-30a-5p;KREMEN1
hsa-miR-30a-5p;LARP1
hsa-miR-30a-5p;LMBR1L
hsa-miR-30a-5p;MAPK8
hsa-miR-30a-5p;MARCKSL1
hsa-miR-30a-5p;NACC2
hsa-miR-30a-5p;NAP1L1
hsa-miR-30a-5p;PHF13
hsa-miR-30a-5p;PIK3C2B
hsa-miR-30a-5p;PPP1R15B
hsa-miR-30a-5p;RRM2
hsa-miR-30a-5p;SFXN1
hsa-miR-30a-5p;SLC7A5
hsa-miR-30a-5p;SOCS3
hsa-miR-30a-5p;VASH1
hsa-miR-30a-5p;ZDHHC20
hsa-miR-30a-5p;ZXDB
hsa-miR-30a-5p;LYPLAL1
hsa-miR-30a-5p;PPP2R1B
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;N4BP2
hsa-miR-30a-5p;NCOA3
hsa-miR-30a-5p;PGGT1B
hsa-miR-30a-5p;ROCK2
hsa-miR-30a-5p;SEC61A2
hsa-miR-30a-5p;TSPYL1
hsa-miR-30a-5p;GNA13
hsa-miR-30a-5p;N4BP2
hsa-miR-30a-5p;NCOA3
hsa-miR-30a-5p;ROCK2
hsa-miR-30a-5p;SEC61A2
hsa-miR-30a-5p;CHST15
hsa-miR-30a-5p;TGFA
hsa-let-7i-5p;SOCS1
hsa-let-7i-5p;IL13
hsa-let-7i-5p;TLR4
hsa-let-7i-5p;FANCD2
hsa-let-7i-5p;DAD1
hsa-let-7i-5p;BMP2K
hsa-let-7i-5p;EIF4G2
hsa-let-7i-5p;COPS8
hsa-let-7i-5p;COPS6
hsa-let-7i-5p;GPS1
hsa-let-7i-5p;LPHN2
hsa-let-7i-5p;CDC25A
hsa-let-7i-5p;EGLN3
hsa-let-7i-5p;TNS3
hsa-let-7i-5p;RRM1
hsa-let-7i-5p;EP400
hsa-let-7i-5p;ARPC1A
hsa-let-7i-5p;PIK3C2A
hsa-let-7i-5p;KDM5B
hsa-let-7i-5p;DDOST
hsa-let-7i-5p;BMP4
hsa-let-7i-5p;ADIPOR2
hsa-let-7i-5p;ESPL1
hsa-let-7i-5p;HMGA2
hsa-let-7i-5p;TMTC3
hsa-let-7i-5p;TXLNA
hsa-let-7i-5p;NHLRC3
hsa-let-7i-5p;FNDC3A
hsa-let-7i-5p;ARID3B
hsa-let-7i-5p;IGF1R
hsa-let-7i-5p;SMCR8
hsa-let-7i-5p;IGF2BP1
hsa-let-7i-5p;ONECUT2
hsa-let-7i-5p;ZCCHC3
hsa-let-7i-5p;BACH1
hsa-let-7i-5p;PCGF3
hsa-let-7i-5p;SMARCAD1
hsa-let-7i-5p;GRPEL2
hsa-let-7i-5p;ABT1
hsa-let-7i-5p;MDM4
hsa-let-7i-5p;STK4
hsa-let-7i-5p;PDE12
hsa-let-7i-5p;CALU
hsa-let-7i-5p;POLR3D
hsa-let-7i-5p;TNFSF9
hsa-let-7i-5p;NCOA3
hsa-let-7i-5p;HMGA1
hsa-let-7i-5p;CRY2
hsa-let-7i-5p;SUOX
hsa-let-7i-5p;NAA30
hsa-let-7i-5p;MAPK6
hsa-let-7i-5p;C5ORF51
hsa-let-7i-5p;CDKN1A
hsa-let-7i-5p;UBXN2B
hsa-let-7i-5p;TRIM71
hsa-let-7i-5p;EDN1
hsa-let-7i-5p;SALL3
hsa-let-7i-5p;CDV3
hsa-let-7i-5p;PGRMC1
hsa-let-7i-5p;TXLNG
hsa-let-7i-5p;CLDN12
hsa-let-7i-5p;C11ORF57
hsa-let-7i-5p;PEX11B
hsa-let-7i-5p;CHTOP
hsa-let-7i-5p;C1ORF21
hsa-let-7i-5p;PDP2
hsa-let-7i-5p;ZNF264
hsa-let-7i-5p;RRM2
hsa-let-7i-5p;SLC20A1
hsa-let-7i-5p;BZW1
hsa-let-7i-5p;KREMEN1
hsa-let-7i-5p;MXD1
hsa-let-7i-5p;NAT8L
hsa-let-7i-5p;PPP2R2A
hsa-let-7i-5p;ACER2
hsa-let-7i-5p;ATP6V1F
hsa-let-7i-5p;IGF1
hsa-let-7i-5p;EIF2C1
hsa-let-7i-5p;NEUROG1
hsa-let-7i-5p;ASCL1
hsa-let-7i-5p;MYC
hsa-let-7i-5p;NDUFA4P1
hsa-let-7i-5p;ATP6V1G1
hsa-let-7i-5p;KIF27
hsa-let-7i-5p;ZNF774
hsa-let-7i-5p;ANKRD46
hsa-let-7i-5p;FMNL3
hsa-let-7i-5p;C19orf53
hsa-let-7i-5p;MEIS3P1
hsa-let-7i-5p;C1RL
hsa-let-7i-5p;NUCB2
hsa-let-7i-5p;QDPR
hsa-let-7i-5p;DISC1
hsa-let-7i-5p;RHD
hsa-let-7i-5p;HIST1H2BK
hsa-let-7i-5p;FXN
hsa-let-7i-5p;RABL2A
hsa-let-7i-5p;ACOT9
hsa-let-7i-5p;GLO1
hsa-let-7i-5p;RABL2B
hsa-let-7i-5p;ZNF587
hsa-let-7i-5p;THEM6
hsa-let-7i-5p;MRPL12
hsa-let-7i-5p;FUT10
hsa-let-7i-5p;NOM1
hsa-let-7i-5p;FAM105A
hsa-let-7i-5p;NOA1
hsa-let-7i-5p;OPA3
hsa-let-7i-5p;SLC11A2
hsa-let-7i-5p;COL8A1
hsa-let-7i-5p;YAE1D1
hsa-let-7i-5p;ZNF8
hsa-let-7i-5p;ZC3HAV1L
hsa-let-7i-5p;YWHAZ
hsa-let-7i-5p;VCL
hsa-let-7i-5p;TSC22D2
hsa-let-7i-5p;TMED5
hsa-let-7i-5p;SYNJ2BP
hsa-let-7i-5p;RNF144B
hsa-let-7i-5p;RAB40C
hsa-let-7i-5p;PPP1R15B
hsa-let-7i-5p;POLR2D
hsa-let-7i-5p;PLXND1
hsa-let-7i-5p;PGM2L1
hsa-let-7i-5p;NR6A1
hsa-let-7i-5p;NAA20
hsa-let-7i-5p;MTUS1
hsa-let-7i-5p;MLLT10
hsa-let-7i-5p;SMCR7L
hsa-let-7i-5p;MAP2K7
hsa-let-7i-5p;LYN
hsa-let-7i-5p;LRRC20
hsa-let-7i-5p;KLHDC8B
hsa-let-7i-5p;KIAA0930
hsa-let-7i-5p;KCTD21
hsa-let-7i-5p;IFNLR1
hsa-let-7i-5p;ICOSLG
hsa-let-7i-5p;HERPUD1
hsa-let-7i-5p;GABPB1
hsa-let-7i-5p;FAM83G
hsa-let-7i-5p;EFHD2
hsa-let-7i-5p;CCND1
hsa-let-7i-5p;ATXN7L3B
hsa-let-7i-5p;ATXN7L3
hsa-let-7i-5p;ATG9A
hsa-let-7i-5p;ATG12
hsa-let-7i-5p;AREL1
hsa-let-7i-5p;AP1S1
hsa-let-7i-5p;AHR
hsa-let-7i-5p;AHCYL2
hsa-let-7i-5p;PLAGL2
hsa-let-7i-5p;ZNF28
hsa-let-7i-5p;TUBB2A
hsa-let-7i-5p;ZBTB5
hsa-let-7i-5p;PMAIP1
hsa-let-7i-5p;LIMD2
hsa-let-7i-5p;FAM43A
hsa-let-7i-5p;CEP120
hsa-let-7i-5p;ARID3A
hsa-let-7i-5p;TBC1D19
hsa-let-7i-5p;SNX17
hsa-let-7i-5p;SLC12A7
hsa-let-7i-5p;PLEKHO1
hsa-let-7i-5p;PLCG2
hsa-let-7i-5p;GGA3
hsa-let-7i-5p;SDR42E1
hsa-let-7i-5p;MFSD8
hsa-let-7i-5p;HIST1H2BD
hsa-let-7i-5p;THBS1
hsa-let-7i-5p;STRN
hsa-let-7i-5p;SLC5A6
hsa-let-7i-5p;SLC10A7
hsa-let-7i-5p;SUMO1
hsa-let-7i-5p;SEMA4C
hsa-let-7i-5p;RNFT1
hsa-let-7i-5p;RNF44
hsa-let-7i-5p;RBFOX2
hsa-let-7i-5p;RAB11FIP4
hsa-let-7i-5p;NSD1
hsa-let-7i-5p;MBD2
hsa-let-7i-5p;KPNA5
hsa-let-7i-5p;KMT2D
hsa-let-7i-5p;CEP135
hsa-let-7i-5p;CELF1
hsa-let-7i-5p;C12orf4
hsa-let-7i-5p;ZNF644
hsa-let-7i-5p;SMC1A
hsa-let-7i-5p;NUP155
hsa-let-7i-5p;IGDCC4
hsa-let-7i-5p;FIGN
hsa-let-7i-5p;COIL
hsa-let-7i-5p;C1orf210
hsa-let-7i-5p;DIABLO
hsa-let-7i-5p;AK4
hsa-let-7i-5p;ZNF566
hsa-let-7i-5p;YOD1
hsa-let-7i-5p;IKZF3
hsa-let-7i-5p;CD59
hsa-let-7i-5p;C9orf156
hsa-let-7i-5p;ZBTB8OS
hsa-let-7i-5p;RDX
hsa-let-7i-5p;NCKIPSD
hsa-let-7i-5p;FZD9
hsa-let-7i-5p;FBXW2
hsa-let-7i-5p;DVL3
hsa-let-7i-5p;DNA2
hsa-let-7i-5p;SOD2
hsa-let-7i-5p;RRAD
hsa-let-7i-5p;OPRL1
hsa-let-7i-5p;WASL
hsa-let-7i-5p;LEFTY1
hsa-let-7i-5p;RBM12B
hsa-let-7i-5p;SLC16A9
hsa-let-7i-5p;PM20D2
hsa-let-7i-5p;ZNF200
hsa-let-7i-5p;TGFBR3
hsa-let-7i-5p;MSI2
hsa-let-7i-5p;LRIG3
hsa-let-7i-5p;IGF2BP3
hsa-let-7i-5p;FBXL20
hsa-let-7i-5p;EPHA4
hsa-let-7i-5p;DUSP1
hsa-let-7i-5p;DNAL1
hsa-let-7i-5p;COLEC12
hsa-let-7i-5p;CCNT2
hsa-let-7i-5p;CBX5
hsa-let-7i-5p;BEND4
hsa-let-7i-5p;ZNF611
hsa-let-7i-5p;KIAA0391
hsa-let-7i-5p;ECHDC1
hsa-let-7i-5p;PMPCA
hsa-let-7i-5p;ACTA1
hsa-let-7i-5p;MCF2L2
hsa-let-7i-5p;GSG2
hsa-let-7i-5p;AKAP8
hsa-let-7i-5p;RAD18
hsa-let-7i-5p;ZNF460
hsa-let-7i-5p;USP38
hsa-let-7i-5p;PLEKHA3
hsa-let-7i-5p;PDZD8
hsa-let-7i-5p;HAND1
hsa-let-7i-5p;FAM222B
hsa-let-7i-5p;C19orf47
hsa-let-7i-5p;ARIH1
hsa-let-7i-5p;PEG10
hsa-let-7i-5p;EMILIN2
hsa-let-7i-5p;SURF4
hsa-let-7i-5p;PARP16
hsa-let-7i-5p;GNG5
hsa-let-7i-5p;E2F6
hsa-let-7i-5p;ABHD17C
hsa-let-7i-5p;THYN1
hsa-let-7i-5p;TGOLN2
hsa-let-7i-5p;ZBTB37
hsa-let-7i-5p;GOLGA4
hsa-let-7i-5p;FAM104A
hsa-let-7i-5p;Poteg
hsa-let-7i-5p;Thbs1
hsa-let-7i-5p;RWDD1
hsa-let-7i-5p;FMO4
hsa-let-7i-5p;ZNF556
hsa-let-7i-5p;PRIM2
hsa-let-7i-5p;ZNF584
hsa-let-7i-5p;ZNF578
hsa-let-7i-5p;ARL8B
hsa-let-7i-5p;INTS7
hsa-let-7i-5p;RFC2
hsa-let-7i-5p;ZFAND4
hsa-let-7i-5p;BRI3BP
hsa-let-7i-5p;STAT2
hsa-let-7i-5p;ZNF738
hsa-let-7i-5p;DTX3L
hsa-let-7i-5p;RAB19
hsa-let-7i-5p;CDKAL1
hsa-let-7i-5p;EIF4A3
hsa-let-7i-5p;DNAH9
hsa-let-7i-5p;SLC19A3
hsa-let-7i-5p;ITGA3
hsa-let-7i-5p;SLC38A7
hsa-let-7i-5p;SAR1A
hsa-let-7i-5p;PHACTR4
hsa-let-7i-5p;MTX3
hsa-let-7i-5p;CPA4
hsa-let-7i-5p;COX6B1
hsa-let-7i-5p;FPR1
hsa-let-7i-5p;ATXN2
hsa-let-7i-5p;ZNF799
hsa-let-7i-5p;DNAJC28
hsa-let-7i-5p;ZNF417
hsa-let-7i-5p;ZNF443
hsa-let-7i-5p;ADH5
hsa-let-7i-5p;PRSS22
hsa-let-7i-5p;NHLRC2
hsa-let-7i-5p;KIAA1328
hsa-let-7i-5p;IPO9
hsa-let-7i-5p;EDEM3
hsa-let-7i-5p;CTPS1
hsa-let-7i-5p;AMD1
hsa-let-7i-5p;NAP1L1
hsa-let-7i-5p;PAFAH2
hsa-let-7i-5p;NAP1L1
hsa-let-7i-5p;HMGA2
hsa-let-7i-5p;KPNA5
hsa-let-7i-5p;AMD1
hsa-let-7i-5p;CHTOP
hsa-let-7i-5p;CTPS1
hsa-let-7i-5p;EDEM3
hsa-let-7i-5p;HMGA1
hsa-let-7i-5p;IPO9
hsa-let-7i-5p;ITGA3
hsa-let-7i-5p;KIAA1328
hsa-let-7i-5p;NHLRC2
hsa-let-7i-5p;POLR3D
hsa-let-7i-5p;PRSS22
hsa-let-7i-5p;ZFAND4
hsa-let-7i-5p;SLC11A2
hsa-let-7i-5p;ABT1
hsa-let-7i-5p;RAB19
hsa-let-7i-5p;ADH5
hsa-let-7i-5p;ZNF443
hsa-let-7i-5p;ZNF417
hsa-let-7i-5p;DNAJC28
hsa-let-7i-5p;ZNF799
hsa-let-7i-5p;RHD
hsa-let-7i-5p;ATXN2
hsa-let-7i-5p;FPR1
hsa-let-7i-5p;GABPB1
hsa-let-7i-5p;NEMP1
hsa-let-7i-5p;COX6B1
hsa-let-7i-5p;CPA4
hsa-let-7i-5p;FIGN
hsa-let-7i-5p;HERPUD1
